name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor,known_culture,known_spouse,known_heir,known_mother,known_father,num_interactions,num_people_interacted,num_interactions_dead,num_people_interacted_dead,num_hops_daenerys,num_hops_cersei,num_hops_jonsnow,pageRank,community
Jon Wylde,,Jon Wylde,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Elyana Vypren,House Wylde,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1308.0
Jonelle Cerwyn,Jonelle Cerwyn,,House Stark,1,0,1.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,,
Jonnel Stark,,Jonnel Stark,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Robyn Ryswell,House Stark,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,2097.0
Jonos Bracken,Jonos Bracken,Jonos Bracken,House Tully,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Bracken,Unknown,0,0,1,0,0,0,12.0,2.0,,,3.0,2.0,2.0,0.27321490830509004,59.0
Jonos Frey,,Jonos Frey,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Jonothor Darry,,Jonothor Darry,Unknown,1,1,0.0,0,1,Unknown,Unknown,Unknown,0,House Darry,Unknown,1,0,1,0,0,0,6.0,2.0,6.0,2.0,4.0,4.0,4.0,0.43677016780129646,1753.0
Jorgen,,Jorgen,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Webber,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2150.0
Jorquen,,Jorquen,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Joseran,Joseran,Joseran,House Greyjoy,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Joseth,Joseth,Joseth,House Stark,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Stark,Unknown,0,0,1,0,0,0,7.0,2.0,3.0,1.0,3.0,2.0,2.0,0.19977747789234865,158.0
Joseth Mallister,,Joseth Mallister,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Mallister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,50.0
Josmyn Peckledon,Josmyn Peckledon,Josmyn Peckledon,House Lannister,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Peckledon,Unknown,0,0,1,0,0,0,23.0,2.0,,,3.0,2.0,2.0,0.3714615810313262,59.0
Joss,Joss,Joss,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,0.18688978917634816,2109.0
Joss Stilwood,Joss Stilwood,Joss Stilwood,House Lannister,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Clegane,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1761.0
Josua Willum,Josua Willum,Josua Willum,House Baratheon,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Willum,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2251.0
Joth Quickbow,,Joth Quickbow,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Jothos Slynt,Jothos Slynt,Jothos Slynt,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Slynt,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2242.0
Joy Hill,,Joy Hill,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.17440352748308213,59.0
Joyeuse Erenford,Joyeuse Erenford,Joyeuse Erenford,None,1,0,0.0,1,0,Unknown,Unknown,Unknown,Walder Frey,House Erenford,Unknown,0,0,1,0,0,0,0.0,1.0,,,3.0,2.0,3.0,0.15000000000000002,596.0
Jurne,,Jurne,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Justin Massey,Justin Massey,Justin Massey,House Baratheon,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Massey,Unknown,0,0,1,0,0,0,40.0,5.0,,,3.0,2.0,2.0,0.7711739840684461,71.0
Jyanna Frey,,Jyanna Frey,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Benfrey Frey,House Frey,Unknown,1,0,1,0,0,0,0.0,1.0,0.0,1.0,10.0,10.0,10.0,0.15000000000000002,1318.0
Jyck,Jyck,Jyck,House Lannister,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,0,0,1,0,0,0,11.0,2.0,5.0,1.0,2.0,2.0,2.0,0.3266808365006001,170.0
Jyzene,,Jyzene,Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Kaeth,,Kaeth,Unknown,0,0,0.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Karyl Vance,Karyl Vance,Karyl Vance,House Tully,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Vance of Wayfarer's Rest,Unknown,0,0,1,0,0,0,15.0,4.0,,,3.0,2.0,2.0,0.37648376303259284,596.0
Kedge Whiteye,Kedge Whiteye,Kedge Whiteye,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Kedry,,Kedry,Unknown,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,6.0,2.0,6.0,2.0,2.0,3.0,4.0,0.23851365050941237,1767.0
Kegs,,Kegs,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,1,0,1,0,0,0,29.0,7.0,,,3.0,2.0,1.0,0.4538978563039563,174.0
Kella,Kella,Kella,None,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Baelish,Unknown,0,0,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.17022300980606828,1926.0
Kennos of Kayce,Kennos of Kayce,Kennos of Kayce,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Kenning of Kayce,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2366.0
Kerwin,Kerwin,,House Tyrell,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.39415066457004283,70.0
Ketter,Ketter,Ketter,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,596.0
Kevan Lannister,Kevan Lannister,Kevan Lannister,House Lannister,1,1,1.0,0,1,Unknown,Unknown,Unknown,Dorna Swyft,House Lannister,Unknown,0,0,1,0,0,0,196.0,18.0,54.0,4.0,2.0,1.0,2.0,1.720577567256987,170.0
Kindly man,Kindly man,,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,,
Kirby Pimm,,Kirby Pimm,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,855.0
Kirth Vance,,Kirth Vance,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Vance of Atranta,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2275.0
Koss,Koss,Koss,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,8.0,2.0,5.0,1.0,3.0,2.0,2.0,0.21911081612925049,1637.0
Kurleket,Kurleket,Kurleket,None,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Bracken,Unknown,0,0,1,0,0,0,5.0,1.0,,,2.0,2.0,2.0,0.18674302667786835,170.0
Kurz,Kurz,Kurz,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,4.0,1.0,,,4.0,4.0,4.0,0.44651741159614183,613.0
Kyle,,Kyle,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,861.0
Kyle (brotherhood),Kyle (Banners),Kyle (brotherhood),None,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,Brotherhood without banners,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2276.0
Kyle Condon,,Kyle Condon,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Condon,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2435.0
Kyle Royce,,Kyle Royce,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Royce,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2277.0
Kym,,Kym,Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Kyra,Kyra,Kyra,House Stark,0,0,1.0,0,0,Unknown,Unknown,Unknown,0,House Stark,Unknown,0,0,1,0,0,0,4.0,1.0,,,3.0,3.0,2.0,0.19623674730974017,72.0
Kyra Frey,,Kyra Frey,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Garse Goodbrook,House Frey,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1326.0
Lady of the Leaves,Lady of the Leaves,Lady of the Leaves,None,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Lambert Turnberry,Lambert Turnberry,Lambert Turnberry,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Turnberry,Unknown,0,0,1,0,0,0,9.0,3.0,,,3.0,2.0,3.0,0.3133457407675451,1651.0
Lamprey,Lamprey,Lamprey,House Baratheon,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Baratheon of Dragonstone,Unknown,0,0,1,0,0,0,19.0,4.0,3.0,1.0,3.0,3.0,2.0,0.3781203384802211,77.0
Lancel Lannister,Lancel Lannister,Lancel Lannister,House Lannister,1,1,1.0,1,1,Unknown,Unknown,Unknown,Amerei Frey,House Lannister of Casterly Rock,Unknown,0,0,1,0,0,0,149.0,12.0,24.0,3.0,2.0,1.0,2.0,1.3094664181116968,1651.0
Lancel V Lannister,,Lancel V Lannister,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,867.0
Lann the Clever,,Lann the Clever,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,38.0
Lanna,,Lanna,Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Lanna Lannister,,Lanna Lannister,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Antario Jast,House Lannister,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,162.0
Larys Strong,,Larys Strong,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Strong,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2284.0
Layna,,Layna,Unknown,0,0,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Leana Frey,,Leana Frey,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Frey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,45.0
Left Hand Lew,Left Hand Lew,Left Hand Lew,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Lem,Lem,Lem,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Brotherhood without banners,Unknown,0,0,1,0,0,0,155.0,15.0,19.0,2.0,3.0,2.0,2.0,1.7864891123026612,872.0
Lem (Standfast),,Lem (Standfast),Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Osgrey,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2144.0
Lennocks,Lennocks,Lennocks,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Leo Blackbar,,Leo Blackbar,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Olene Tyrell,House Blackbar,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1334.0
Leo Lefford,Leo Lefford,Leo Lefford,House Lannister,1,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Lefford,Unknown,0,0,1,0,0,0,4.0,1.0,,,2.0,2.0,2.0,0.17939442151546248,170.0
Leo Tyrell (son of Victor),,Leo Tyrell (son of Victor),Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Alys Beesbury,House Tyrell,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,2088.0
Leona Tyrell,,Leona Tyrell,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Tyrell,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,52.0
Leona Woolfield,Leona Woolfield,Leona Woolfield,House Stark,1,0,1.0,1,0,Unknown,Unknown,Unknown,Wylis Manderly,House Woolfield,Unknown,0,0,1,0,0,0,7.0,3.0,,,3.0,3.0,3.0,0.23157631041540308,77.0
Leonella Lefford,,Leonella Lefford,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Lothar Frey,House Lefford,Unknown,1,0,1,0,0,0,0.0,1.0,,,4.0,3.0,3.0,0.15000000000000002,596.0
Leonette Fossoway,Leonette Fossoway,Leonette Fossoway,House Tyrell,1,0,1.0,1,0,Unknown,Unknown,Unknown,Garlan Tyrell,House Fossoway,Unknown,0,0,1,0,0,0,3.0,1.0,,,3.0,2.0,3.0,0.1841965791063558,170.0
Leslyn Haigh,,Leslyn Haigh,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Perriane Frey,House Haigh,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1455.0
Lester,,Lester,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,38.0
Lester Morrigen,,Lester Morrigen,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Morrigen,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2254.0
Lewis Lanster,Lewis Lanster,Lewis Lanster,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Windblown,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2279.0
Lewys Lydden,Lewys Lydden,Lewys Lydden,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Lydden,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2362.0
Lewys the Fishwife,,Lewys the Fishwife,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Baratheon of Dragonstone,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,77.0
Leyla Hightower,,Leyla Hightower,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Jon Cupps,House Hightower,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,886.0
Leyton Hightower,,Leyton Hightower,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Rhea Florent,House Hightower,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1894.0
Lharys,Lharys,Lharys,House Stark,1,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Bracken,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,48.0
Lia Serry,,Lia Serry,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,Theodore Tyrell,House Serry,Unknown,1,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1560.0
Liane Vance,,Liane Vance,Unknown,1,0,0.0,1,0,Unknown,Unknown,Unknown,0,House Vance of Wayfarer's Rest,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2167.0
Likely Luke,,Likely Luke,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,Brotherhood Without Banners,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2149.0
Lister,,Lister,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2505.0
Lollys Stokeworth,Lollys Stokeworth,Lollys Stokeworth,House Lannister,1,0,1.0,1,1,Unknown,Unknown,Unknown,Bronn,House Stokeworth,Unknown,0,0,1,0,0,0,51.0,7.0,31.0,4.0,2.0,2.0,2.0,0.5951948654139415,170.0
Lommy,Lommy,,Night's Watch,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,1.0524118724744764,1637.0
Lomys,,Lomys,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Long Lew,,Long Lew,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Tully,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,596.0
Lorcas,Lorcas,Lorcas,None,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Lord Cafferen,,Lord Cafferen,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Cafferen,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2231.0
Lord Caswell,,Lord Caswell,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Caswell,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2236.0
Lord Commander Hoare,,Lord Commander Hoare,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Hoare,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2356.0
Lord Commander Qorgyle,,Lord Commander Qorgyle,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Qorgyle,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2224.0
Lord Staunton,,Lord Staunton,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Staunton,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2192.0
Lorent Caswell,Lorent Caswell,,House Baratheon,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.17243782934383495,2109.0
Lorent Lorch,,Lorent Lorch,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lorch,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2282.0
Lorent Tyrell,,Lorent Tyrell,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Tyrell,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,52.0
Lorimer,,Lorimer,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Lefford,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2283.0
Lorren,Lorren,Lorren,House Greyjoy,0,1,1.0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,0,0,1,0,0,0,31.0,8.0,3.0,1.0,3.0,3.0,2.0,1.1399379148613662,72.0
Lothar,,Lothar,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,895.0
Lothar Mallery,,Lothar Mallery,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Mallery,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2372.0
Lothor Brune,Lothor Brune,Lothor Brune,None,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Brune of Brownhollow,Unknown,0,0,1,0,0,0,30.0,5.0,3.0,1.0,3.0,2.0,2.0,0.42227522186003635,1928.0
Lucamore Strong,,Lucamore Strong,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Strong,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2284.0
Lucan,Lucan,Lucan,None,0,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Whent,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2220.0
Lucantine Woodwright,,Lucantine Woodwright,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Lucas Blackwood,Lucas Blackwood,Lucas Blackwood,House Tully,1,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Blackwood,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,53.0
Lucas Corbray,,Lucas Corbray,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Corbray,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2255.0
Lucas Inchfield,,Lucas Inchfield,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Inchfield,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2297.0
Lucas Nayland,,Lucas Nayland,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Nayland,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2166.0
Lucas Roote,,Lucas Roote,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Roote,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2285.0
Lucas Tyrell,,Lucas Tyrell,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Tyrell,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,52.0
Luceon Frey,,Luceon Frey,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Faith of the Seven,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2248.0
Lucias Vypren,Lucias Vypren,Lucias Vypren,None,1,1,0.0,1,0,Unknown,Unknown,Unknown,Lythene Frey,House Vypren,Unknown,0,0,1,0,0,0,0.0,1.0,,,10.0,10.0,10.0,0.15000000000000002,1372.0
Lucifer Hardy,,Lucifer Hardy,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Hardy,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2286.0
Lucion Lannister,,Lucion Lannister,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Lannister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,38.0
Lucos,,Lucos,Unknown,0,1,0.0,1,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2506.0
Lucos Chyttering,,Lucos Chyttering,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Chyttering,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2373.0
Luke of Longtown,Luke of Longtown,Luke of Longtown,Night's Watch,0,1,1.0,1,0,Unknown,Unknown,Unknown,0,Night's Watch,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Luthor Tyrell (son of Moryn),,Luthor Tyrell (son of Moryn),Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,Elyn Norridge,House Tyrell,Unknown,1,0,1,0,0,0,0.0,1.0,,,5.0,4.0,5.0,0.15000000000000002,1202.0
Luthor Tyrell (son of Theodore),,Luthor Tyrell (son of Theodore),Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Tyrell,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,52.0
Lyle Crakehall,Lyle Crakehall,Lyle Crakehall,House Lannister,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Crakehall,Unknown,0,0,1,0,0,0,27.0,5.0,,,3.0,2.0,2.0,0.3857273942208849,59.0
Lyman Beesbury,,Lyman Beesbury,Unknown,1,1,0.0,0,0,Unknown,Unknown,Unknown,0,House Beesbury,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2229.0
Lyman Darry,Lyman Darry,Lyman Darry,House Tully,1,1,1.0,0,0,Unknown,Unknown,Unknown,0,House Darry,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,83.0
Lymond Goodbrook,Lymond Goodbrook,Lymond Goodbrook,House Tully,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Goodbrook,Unknown,0,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2342.0
Lymond Mallister,,Lymond Mallister,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Mallister,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,50.0
Lymond Vikary,,Lymond Vikary,Unknown,1,1,0.0,1,0,Unknown,Unknown,Unknown,0,House Vikary,Unknown,1,0,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2376.0
Lyn Corbray,Lyn Corbray,Lyn Corbray,House Arryn,1,1,1.0,1,0,Unknown,Unknown,Unknown,0,House Corbray,Unknown,0,0,1,0,0,0,17.0,4.0,3.0,1.0,3.0,2.0,3.0,0.38938651554053655,1928.0
